gx,gy,gz,acx,acy,acz,time,,,,,,,,,,,,,,,,,,,
38.02,108.15,-22.28,-0.04,-0.92,0.23,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
22.22,-127.5,-61.46,0.01,-0.97,0.43,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
17.58,-69.27,-9.34,-0.05,-0.89,0.46,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-7.26,-10.44,27.83,0.12,-0.87,0.48,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-52.19,-32.84,39.55,0.01,-1.16,0.35,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-68.3,30.7,103.52,-0.01,-1.11,0.28,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-40.53,34.61,89.54,0.14,-1.11,0.22,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-17.46,-62.32,33.51,0.05,-0.84,0.17,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
23.07,9.89,-2.32,0.03,-0.95,0.27,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
40.47,-49.26,-93.69,0.03,-1.07,0.41,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
49.19,5,-102.42,-0.1,-0.7,0.53,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
22.4,11.96,-53.83,0.01,-1.02,0.46,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
5.43,110.96,-2.99,0.05,-0.72,0.35,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
13.49,40.34,25.76,0.08,-0.73,0.41,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
33.33,-45.84,15.75,0.09,-1.03,0.52,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-4.21,-50.6,32.17,0.02,-1.08,0.49,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-50.42,15.01,82.09,-0.01,-1.1,0.31,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-57.74,6.65,40.83,0.13,-1.02,0.15,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-25.15,6.77,23.86,0.06,-0.85,0.13,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
39.25,17.76,-43.21,0.16,-0.82,0.19,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
76.97,-74.77,-84.96,0.23,-0.97,0.41,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
60.12,-128.11,-80.93,-0.14,-1.16,0.66,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
1.46,116.76,-44.56,-0.01,-1.3,0.52,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-44.31,101.14,45.78,-0.32,-0.67,0.23,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-35.1,124.39,13.06,-0.39,-0.95,0.22,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
3.23,28.26,-23.5,-0.13,-0.85,0.29,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
25.63,-48.89,-54.99,-0.03,-0.91,0.34,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
32.53,-75.87,-16.72,0.02,-0.9,0.51,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
7.14,-49.01,26.73,0,-0.89,0.56,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-23.25,-25.88,38.02,0.04,-1.06,0.41,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-49.26,20.75,49.32,0.02,-1.13,0.3,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-34.61,38.7,96.07,0.06,-1.01,0.23,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-8.67,-2.2,72.08,0.1,-0.98,0.19,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-0.61,-76.23,12.57,0.04,-0.94,0.21,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
26.12,27.22,-11.17,0.06,-0.9,0.29,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
39.55,-20.2,-87.52,0.13,-1,0.35,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
41.14,-70.8,-106.69,0.1,-1.25,0.48,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
23.86,-47.36,-25.82,0.08,-0.84,0.54,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-10.13,-89.66,43.52,0.05,-0.77,0.42,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-69.7,8.67,58.04,-0.07,-1.04,0.28,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-71.29,46.69,110.47,0,-0.94,0.27,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
8.54,-17.15,28.26,0.08,-0.7,0.34,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
61.16,-79.28,-56.27,0.04,-0.92,0.42,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
46.08,-94.73,-43.7,0.01,-1.17,0.51,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
11.11,-30.52,22.03,0.06,-0.97,0.39,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-13.18,-34.97,27.95,0.14,-0.95,0.3,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-18.49,-75.99,8.3,0.23,-1.09,0.28,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-41.38,-108.46,-1.71,0.07,-1.03,0.23,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-30.27,-25.45,42.66,0.16,-1.05,0.22,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-11.72,-69.82,68.12,0.09,-0.91,0.21,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
18.37,-96.74,126.59,0.11,-1,0.4,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-27.28,-123.66,103.21,-0.2,-0.84,0.35,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
20.45,18.74,41.14,0.03,-0.92,0.47,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
21.79,-66.53,0.92,-0.15,-0.7,0.43,28/3/2022 9:27,,,,,,,,,,,,,,,,,,,
-2.44,13.79,-11.23,-0.15,-0.93,0.28,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
8.36,26.43,-10.25,-0.16,-0.89,0.35,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
14.77,26.86,-9.64,-0.16,-0.88,0.4,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
14.1,31.92,4.03,-0.18,-0.78,0.43,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
21,21.55,13.12,0.07,-1,0.23,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
17.52,10.56,33.63,-0.13,-1.02,0.25,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
1.28,8.06,1.46,0.08,-1.04,0.23,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-9.09,12.33,-0.37,0.25,-0.92,0.2,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
7.51,-20.32,9.09,0.07,-0.97,0.32,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
1.28,-38.64,-17.09,0.08,-1.05,0.35,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-5.68,-20.57,-18.01,-0.14,-1.2,0.22,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-14.1,3.6,-14.89,-0.15,-0.86,0.17,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-20.26,-2.14,-8.24,-0.01,-0.84,0.05,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-1.65,-5.49,23.19,-0.26,-0.84,0.35,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-6.84,11.29,4.76,-0.06,-0.84,0.35,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
4.52,18.98,23.38,0,-0.86,0.32,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
10.44,20.2,18.92,0.06,-1.19,0.25,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
12.21,25.82,16.05,0.04,-0.84,0.32,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
3.42,-4.39,2.14,0.38,-1.04,0,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
16.91,-16.66,0.61,-0.03,-0.98,0.31,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-0.73,-20.26,-22.16,0.27,-1.05,0.3,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-16.54,-18.13,-21.97,-0.13,-1.26,0.36,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-37.9,-6.84,-8.73,-0.03,-0.63,0.22,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-10.25,-22.28,-6.71,0.05,-0.84,0.05,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
19.53,-14.77,21.61,-0.28,-0.88,0.51,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-8.18,7.2,4.58,0.12,-0.82,0.42,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
11.11,-6.65,26.37,0,-0.83,0.34,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
22.52,-2.44,4.7,0.2,-1.34,0.08,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
3.3,22.89,14.53,-0.18,-0.9,0.26,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
8.42,-14.1,-7.81,0.33,-1.08,0.05,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
0.61,-2.75,0.18,-0.08,-0.93,0.28,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-4.58,-5.43,-21.06,0.22,-1.05,0.27,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-14.28,9.4,-36.5,-0.16,-1.36,0.31,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-26.98,11.84,-8.97,-0.23,-0.72,0.18,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-24.66,-32.9,-27.28,-0.19,-0.96,0.06,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
2.32,3.85,-5.8,-0.37,-0.82,0.45,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-2.5,48.22,5.25,0.2,-0.76,0.44,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
9.16,0.06,15.38,-0.06,-0.85,0.44,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
12.57,-4.58,21.12,-0.12,-0.91,0.41,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
10.62,7.87,11.96,-0.03,-0.77,0.41,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
25.45,-2.38,21.97,0.05,-0.87,0.25,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
56.15,-35.58,45.59,-0.35,-1.17,0.17,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-13.37,30.7,-12.82,0.07,-1.07,0.05,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-16.54,-8.12,14.28,0.14,-1,0.12,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-33.94,21.79,8.36,0.1,-0.96,0.3,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-25.76,-1.71,-6.71,0.24,-0.86,0.28,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
11.11,-41.14,-4.64,0.09,-0.92,0.46,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
11.66,-19.47,-29.05,0.07,-1.02,0.41,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
23.93,21.91,-31.8,-0.18,-1.27,0.26,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-15.38,38.27,-14.22,0.01,-0.64,0.07,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
6.9,28.63,15.75,-0.1,-1.01,-0.02,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
17.88,53.1,-6.9,-0.1,-0.88,0.35,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-12.76,75.5,15.14,0.19,-0.8,0.44,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-3.3,30.4,21,0.14,-0.95,0.35,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
22.77,6.16,12.02,-0.02,-1.21,0.25,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-7.26,-9.22,4.82,0.04,-0.98,0.27,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-16.85,-7.2,3.05,0.18,-1.01,0.03,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-8.54,-5.8,6.41,0.12,-0.98,0.12,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-12.76,-23.13,-4.33,0.19,-0.94,0.3,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-10.01,-41.93,-7.75,0.17,-0.9,0.41,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-8.42,-20.87,-18.62,0.19,-0.87,0.39,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
9.22,-22.89,-31.62,0.14,-0.97,0.35,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
42.79,-15.44,-49.19,-0.26,-1.29,0.42,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-11.29,0.85,-34.42,-0.04,-0.71,0.37,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-42.91,-15.62,20.75,-0.2,-0.96,0.07,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-10.13,-8,28.32,-0.39,-0.78,0.16,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
0.37,114.26,21.55,0.11,-0.8,0.22,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
16.48,62.56,35.89,0.11,-0.82,0.61,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-10.13,-16.6,28.26,0.1,-0.85,0.49,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
12.76,-49.01,26.73,0.28,-1.04,0.1,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
29.6,-66.28,-8.61,0.1,-1.11,0.33,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
18.49,-47.61,-10.38,0.17,-1.02,0.21,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-18.13,-26.61,-8.3,-0.06,-1.04,0.09,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-2.5,-15.93,-18.86,-0.15,-0.87,0.27,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-11.47,16.3,-16.97,0.13,-0.76,0.22,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
17.27,6.1,23.5,-0.21,-0.82,0.48,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-8.73,38.76,-2.93,0.19,-1.08,0.22,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
35.83,31.07,32.29,-0.07,-0.97,0.33,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-4.03,17.03,-0.85,0.1,-1.11,0.13,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
4.09,15.01,-3.05,0.13,-0.89,0.25,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-4.64,-3.66,-2.01,0.19,-0.92,0.32,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-3.05,-24.11,-8.79,0.15,-0.95,0.36,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-8.73,-32.35,-23.38,0.21,-0.99,0.33,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
7.39,-24.96,-39.67,-0.07,-1.28,0.32,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-14.47,-30.58,-31.8,-0.07,-0.7,0.35,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-27.34,-17.33,11.29,-0.23,-0.92,0.09,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-15.56,-0.98,19.41,-0.34,-0.79,0.24,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-5.49,37.29,25.15,0.06,-0.81,0.34,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
4.27,11.17,35.95,0.03,-0.86,0.61,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-8.18,-2.75,37.35,0.14,-0.75,0.45,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
15.81,-14.4,24.23,0.32,-1.18,0.03,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
42.3,-10.68,20.87,-0.1,-0.99,0.42,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
8,-20.08,-16.54,0.49,-1.11,0.07,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
10.01,-21.67,8.97,-0.08,-1.01,0.22,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-3.6,-18.8,-24.41,0.16,-0.92,0.26,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-4.27,-26.79,-14.77,0.15,-0.85,0.32,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
7.93,-10.44,-21.24,0.06,-0.99,0.42,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
10.25,-33.02,-54.2,0.04,-1.12,0.35,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
16.42,4.15,-21.91,-0.27,-0.99,0.4,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-28.32,-10.38,-8.48,-0.03,-0.77,0.03,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-0.31,34.3,51.33,-0.41,-0.89,0.07,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-8.42,60.24,9.28,0.12,-0.85,0.31,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-0.85,35.34,51.27,0.07,-0.91,0.5,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-6.29,17.21,23.86,0.14,-0.88,0.41,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
2.14,-23.86,19.35,0.27,-0.85,0.27,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
40.89,-102.42,14.71,-0.03,-1.27,0.19,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
7.63,-19.17,-8.91,0.16,-1.04,0.26,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
1.4,-69.58,2.5,0.17,-1.04,0.01,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
7.63,-38.39,-5.8,-0.03,-0.97,0.27,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-2.81,-36.13,-19.29,0.15,-0.9,0.32,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-0.18,-19.84,-4.39,0.05,-0.9,0.37,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
3.78,-15.62,-21.73,0.08,-0.95,0.4,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
33.81,-35.58,-30.09,-0.09,-1.26,0.35,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-1.4,-27.59,-12.39,-0.28,-0.79,0.26,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-31.74,-6.16,4.21,-0.15,-0.94,-0.02,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-5.37,18.8,22.22,-0.23,-0.82,0.2,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-9.34,34.18,21.3,-0.01,-0.92,0.37,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-9.22,37.41,30.33,0.02,-0.91,0.46,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-9.03,4.82,19.41,0.16,-0.76,0.4,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
9.4,-35.1,11.35,0.32,-1.16,0.09,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
27.1,-64.88,11.78,-0.14,-1.06,0.41,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
10.74,-32.78,-4.64,0.25,-1.02,0.13,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
10.44,-52.61,-4.03,0,-0.95,0.22,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-5.25,-18.43,-10.07,-0.12,-1.16,0.24,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-22.46,15.26,-10.8,-0.11,-0.66,0.26,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
8,13.37,13.67,0.02,-0.86,0.18,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-2.56,48.77,1.34,-0.08,-0.87,0.45,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-4.39,33.26,20.14,0.22,-0.91,0.22,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
35.77,9.7,31.49,-0.1,-1,0.34,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
3.3,-15.14,-9.7,0.18,-1.16,0.18,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-2.38,-7.93,3.36,0.03,-0.92,0.18,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-1.83,-19.65,-12.57,0.17,-0.89,0.26,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
2.14,-35.46,-13.06,0.13,-0.95,0.4,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
9.58,-30.58,-30.76,0.09,-1.07,0.38,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
23.44,-4.64,-36.38,-0.27,-1.26,0.41,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-40.47,-14.71,-13.31,-0.05,-0.74,0.02,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-19.65,9.83,34.79,-0.37,-0.95,-0.02,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
8.3,26.55,0.85,-0.04,-0.86,0.33,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
1.71,57.92,35.77,0.11,-0.89,0.55,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-6.96,14.34,26.86,0.14,-0.8,0.52,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
0.61,-27.65,23.13,0.33,-1.1,0.02,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
28.56,-35.89,10.56,-0.01,-1.05,0.34,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
6.16,-28.99,-4.46,0.22,-1.09,0.11,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-16.48,-25.76,-16.3,0.01,-1.09,0.17,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-17.46,-12.94,-18.07,-0.12,-0.76,0.3,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-0.73,-3.66,-11.41,0.05,-0.83,0.26,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
7.45,29.36,-7.81,0.01,-0.79,0.45,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
13.79,41.56,5.43,0.31,-1.12,0.13,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
38.02,35.46,18.86,-0.09,-1.09,0.37,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-6.29,31.68,-4.58,0.14,-1.12,0.01,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
4.82,27.59,-3.85,0.04,-0.82,0.21,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
6.77,-4.09,-3.66,0.25,-0.92,0.36,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-2.01,-11.9,-8,0.07,-1.01,0.38,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-1.16,-11.6,-30.64,0.11,-1.09,0.27,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
12.57,-0.37,-35.16,-0.29,-1.22,0.36,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-49.07,-22.03,-19.35,-0.1,-0.68,0,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
0.92,9.64,39,-0.29,-0.9,0.05,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-2.81,14.71,11.35,-0.18,-0.93,0.42,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-7.57,17.27,33.57,0.07,-0.89,0.35,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
2.75,-10.07,23.74,0.11,-0.85,0.46,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
4.15,-21.06,25.15,0.22,-0.81,0.29,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
21.18,-20.81,18.37,0.25,-1.26,0,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
19.23,-64.27,13.43,-0.07,-1.14,0.3,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-19.9,-37.05,8.73,0.17,-0.99,0.03,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-9.28,-34.12,7.45,0.13,-0.97,0.06,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-7.45,-21.91,-8.42,0.06,-0.96,0.39,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-10.99,-14.34,-13.85,0.13,-0.87,0.4,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
2.75,-3.6,-11.29,0.01,-0.93,0.41,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
20.14,19.96,-24.35,-0.04,-0.95,0.43,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
40.16,31.62,-38.02,0.04,-1.03,0.4,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
37.17,60.97,-45.59,-0.11,-1.18,0.35,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-33.26,-4.64,-21.97,-0.08,-0.68,0.06,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-15.5,25.63,32.84,-0.35,-0.94,-0.01,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-2.38,51.7,14.04,-0.19,-0.83,0.34,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-7.51,73,31.43,0.24,-0.8,0.53,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-5.98,-0.73,28.81,0.12,-0.85,0.57,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
2.81,-18.13,17.09,0.26,-1.05,0.14,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
36.38,-54.93,34.97,-0.15,-1.04,0.39,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
2.93,-22.95,-29.66,0.29,-1.02,0.09,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
28.63,-78.12,12.15,-0.18,-0.95,0.34,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-9.03,-16.85,-34.85,0.13,-1.06,0.27,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-16.97,37.17,-11.84,-0.28,-1.14,0.36,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-40.16,9.77,-32.04,0.04,-0.62,0.08,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
31.43,10.5,23.93,-0.09,-0.78,0.21,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
4.46,38.64,-3.36,-0.16,-0.88,0.62,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-13.73,37.48,19.47,0.26,-1.05,0.15,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
40.1,36.56,36.62,-0.43,-1.17,0.44,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-18.86,38.21,-10.74,0.2,-1.05,0.07,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
7.08,18.68,3.17,-0.03,-0.87,0.33,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
-23.62,36.93,-9.7,0.2,-0.82,0.24,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
6.1,6.71,-20.87,0.31,-0.86,0.28,28/3/2022 9:28,,,,,,,,,,,,,,,,,,,
